timestamp,claim,source,text,trust
2026-05-31T12:48:24.587098,dhurandhar flop film,wikipedia.org,"Indian actor (born 1985) Not to be confused with Ranvir Singh . Ranveer Singh Jugjeet Singh Bhavnani ( ; born 6 July 1985) is an Indian actor who predominantly works in Hindi films. Known for his work in a variety of genres, he has received several accolades , including five Filmfare Awards . Singh is among India's highest-paid actors and has been featured in Forbes India 's Celebrity 100 list since 2012. After graduating from Indiana University Bloomington , he made his acting debut with a leading role in Yash Raj Films ' romantic comedy Band Baaja Baaraat (2010), winning the Filmfare Award for Best Male Debut . He gained praise for playing a melancholic thief in the drama Lootera (2013) and established himself as a leading actor through his multiple period dramas with Sanjay Leela Bhansali that included Goliyon Ki Raasleela Ram-Leela (2013), Bajirao Mastani (2015), and Padmaavat (2018). Singh received widespread critical acclaim for his portrayals of Peshwa Bajirao I and Sultan Alauddin Khalji in the last two, winning the Filmfare Award for Best Actor and the Filmfare Critics Award for Best Actor respectively. He achieved further commercial success with the titular role in the action film Simmba (2018), a role he later reprised in Rohit Shetty 's Cop Universe . Singh received two more Filmfare Best Actor Awards for his performances in the musical drama Gully Boy (2019), and the sports film 83 (2021). Following a brief period of career fluctuations, he earned renewed commerc",0.75
2026-05-31T12:48:24.587353,dhurandhar flop film,wikipedia.org,"Indian film actor and model (born 1972) Arjun Rampal (born 26 November 1972) is an Indian actor and model who mainly works in Hindi films . He has starred in more than 40 films . Described as a versatile actor by the media, Rampal has received several awards including the National Film Award for Best Supporting Actor and the Filmfare Award for Best Supporting Actor for his performance in Rock On!! . Rampal made his acting debut in Rajiv Rai 's romance film Pyaar Ishq Aur Mohabbat (2001). He enacted lead roles in romance films including Deewaanapan (2001), Dil Hai Tumhaara (2002), Dil Ka Rishta (2003), Vaada (2005) and I See You (2006), action films Asambhav (2004) and D-Day (2013), thrillers Yakeen (2005) and Roy (2015), socio-political Chakravyuh (2012) and crime drama Inkaar (2013). The year 2002 marked a turning point for Rampal when he featured in Aankhen , his breakthrough success, though followed by a continuous setback. Later Rampal found a career resurgence starring in the commercially successful mainstream films Don (2006), Om Shanti Om (2007), Housefull (2010), Raajneeti (2010) and Ra.One (2011) and acclaim for biopic Daddy (2017). After another big career decline, he made his Telugu debut as an antagonist in Bhagavanth Kesari (2023). His portrayal of Major Iqbal in the Dhurandhar (2025) and its sequel Dhurandhar: The Revenge (2026) was extremely well-received by the audience; both films emerged as third and fifth highest grossing Indian film of all time. Rampal tur",0.75
2026-05-31T12:52:20.564096,dhurandhar flop film,wikipedia.org,"This is a list of Hindi language films produced in Bollywood in India that are scheduled to be released in the year 2026. Box office collection The following is the list of highest-grossing Hindi cinema films released in 2026. Background shading indicates that a film is currently showing in theatres worldwide. January–March April–June July–September October–December See also Lists of Hindi films List of Hindi films of 2025 List of Hindi films of 2027 Notes References Retrieved from "" https://en.wikipedia.org/w/index.php?title=List_of_Hindi_films_of_2026&oldid=1357029226 """,0.75
2026-05-31T12:52:20.564908,dhurandhar flop film,wikipedia.org,"This article is about the highest-grossing films made in India. For the highest-grossing films in the box office territory of India, see List of highest-grossing films in India . This ranking lists the highest-grossing Indian films produced by Indian cinema , based on conservative global box office estimates as reported by organisations classified as green by Wikipedia. The figures are not adjusted for inflation. However, there is no official tracking of figures and sources publishing data are frequently pressured to increase their estimates. Overview Indian films have been screened in markets around the world since the early 20th century. Since 2003, there are markets in over 90 countries where films from India are screened. During the first decade of the 21st century, there was a steady rise in the ticket price, a tripling in the number of theatres and an increase in the number of prints of a film being released, which led to a large increase in the box office collections. As of 2014, Hindi cinema represents 43% of the net box office revenue in India, while Telugu and Tamil cinema represent 36%, and other industries constitute 21%. As of 2020, the combined revenue of all other language film industries has surpassed that of the Hindi film industry. By 2021, Telugu cinema became the largest film industry of India in terms of box-office. In 2023, the Hindi film industry accounted for 44% of box office revenue, followed by the Telugu industry at 19% and the Tamil industry at 16",0.75
2026-05-31T12:52:20.565283,dhurandhar flop film,wikipedia.org,"2025 Indian film by Suparn Verma Haq ( transl. ) is a 2025 Indian Hindi -language courtroom drama film directed by Suparn Verma . It stars Yami Gautam Dhar and Emraan Hashmi , alongside Sheeba Chaddha in a pivotal role. Produced by Vineet Jain , Vishal Gurnani, Juhi Parekh Mehta, Vicky Jain and Harman Baweja under the banners Junglee Pictures , Insomnia Films and Baweja Studios respectively. It is inspired by journalist Jigna Vora ’s book Bano: Bharat ki Beti which is based on the landmark Supreme Court judgement of Mohd. Ahmed Khan v. Shah Bano Begum . The film’s screenplay was written by Reshu Nath, with music composed by Vishal Mishra , cinematography by Pratham Mehta and editing by Ninad Khanolkar. Haq was released theatrically on 7 November 2025. It received positive reviews from critics, who praised its performances and its bold social commentary but also faced pre-release legal controversy over its portrayal of the Shah Bano case. It underperformed at the box office, grossing ₹28.68 crore worldwide. Plot In 1970s India , in Sankhani , Shazia Bano is married to lawyer Abbas Khan . Her seemingly stable life is disrupted when Abbas abruptly leaves for Murree , Pakistan on the pretext of work. Months later, he returns with a second wife, Saira. Over the years, Shazia realises that Abbas has long been in love with Saira and no longer cares for her. Devastated, Shazia returns to her hometown with her children. Although Abbas promises to pay Shazia a monthly maintenance of , ",0.75
2026-05-31T12:52:20.565671,dhurandhar flop film,wikipedia.org,"Indian actor (born 1975) For the British actor, see Akshay Khanna (British actor) . Akshaye Vinod Khanna (born 28 March 1975) is an Indian actor who predominantly works in Hindi films. Known for his acting versatility and strong portrayals, he has appeared in over 40 films . Khanna is often regarded as one of the finest actors in Hindi cinema . He is a recipient of numerous accolades including two Filmfare Awards . Born to actor Vinod Khanna , he made his acting debut with Himalay Putra (1997). His next release, J. P. Dutta 's war drama Border (1997) emerged as a critical and commercial success, which earned him the Filmfare Award for Best Male Debut . Khanna replicated this success with the romance Taal (1999), the comedy-drama Dil Chahta Hai (2001) which won him the Filmfare Award for Best Supporting Actor , the comedies Hungama (2003) and Hulchul (2004), the murder mystery 36 China Town (2006) and the heist comedy Tees Maar Khan (2010). He drew critical praise for featuring in the thrillers Humraaz (2002) and Deewangee (2002), the biopic Gandhi, My Father (2007) and the action thrillers Race (2008) and Aakrosh (2010). Following a four-year hiatus, Khanna returned to films with the action-comedy Dishoom (2016) and played an investigating officer in the 2017 thrillers Mom and Ittefaq , receiving further praise for playing a defence lawyer in the legal drama Section 375 (2019) and a cop in the crime thriller Drishyam 2 (2022). He then received widespread acclaim in 2025 for h",0.75
2026-05-31T12:52:20.565922,dhurandhar flop film,wikipedia.org,"2026 Indian film by Sriram Raghvan Ikkis ( transl. ) is a 2026 Indian Hindi -language biographical war drama film directed and co-written by Sriram Raghavan . It is co-produced by Dinesh Vijan , Binny Padda, Sharada Karki Jalota, and Poonam Shivdasani under Maddock Films . It stars Agastya Nanda, Dharmendra , Asrani , Jaideep Ahlawat and Simar Bhatia. This also marks the final film appearance of Dharmendra . It is based on the life of Arun Khetarpal , the youngest recipient of the Param Vir Chakra award, and centered around the Battle of Basantar during the 1971 India–Pakistan War . The film's title is in reference to the age at which Arun Khetarpal attained martyrdom. Ikkis was scheduled to release theatrically on 25 December 2025, however it was postponed to 1 January 2026. It received positive reviews from critics, but flopped at the box-office. Plot The film chronicles the events in the life of 2nd Lieutenant Arun Khetarpal and eventually his martyrdom in the Battle of Basantar during the 1971 India Pakistan War . It also depicts the events that happen when his father, Brigadier Madan Lal Khetarpal (retd), visits Pakistan 30 years later. On 14 October 1971, at a training camp in Ahmednagar , officers celebrate 2nd Lt. Arun Khetarpal 's 21st birthday while it is announced that training is cancelled due to increasing tension at the border. Time shifts to 2001 in Lahore , Pakistan , where Brigadier Jaan Mohammed Nisar prepares for the arrival of Madan Lal Khetarpal, Arun's f",0.75
2026-05-31T12:52:20.566289,dhurandhar flop film,wikipedia.org,"Indian actor (born 1985) Not to be confused with Ranvir Singh . Ranveer Singh Jugjeet Singh Bhavnani ( ; born 6 July 1985) is an Indian actor who predominantly works in Hindi films. Known for his work in a variety of genres, he has received several accolades , including five Filmfare Awards . Singh is among India's highest-paid actors and has been featured in Forbes India 's Celebrity 100 list since 2012. After graduating from Indiana University Bloomington , he made his acting debut with a leading role in Yash Raj Films ' romantic comedy Band Baaja Baaraat (2010), winning the Filmfare Award for Best Male Debut . He gained praise for playing a melancholic thief in the drama Lootera (2013) and established himself as a leading actor through his multiple period dramas with Sanjay Leela Bhansali that included Goliyon Ki Raasleela Ram-Leela (2013), Bajirao Mastani (2015), and Padmaavat (2018). Singh received widespread critical acclaim for his portrayals of Peshwa Bajirao I and Sultan Alauddin Khalji in the last two, winning the Filmfare Award for Best Actor and the Filmfare Critics Award for Best Actor respectively. He achieved further commercial success with the titular role in the action film Simmba (2018), a role he later reprised in Rohit Shetty 's Cop Universe . Singh received two more Filmfare Best Actor Awards for his performances in the musical drama Gully Boy (2019), and the sports film 83 (2021). Following a brief period of career fluctuations, he earned renewed commerc",0.75
2026-05-31T12:52:54.831306,dhurandhar flop film,wikipedia.org,"This is a list of Hindi language films produced in Bollywood in India that are scheduled to be released in the year 2026. Box office collection The following is the list of highest-grossing Hindi cinema films released in 2026. Background shading indicates that a film is currently showing in theatres worldwide. January–March April–June July–September October–December See also Lists of Hindi films List of Hindi films of 2025 List of Hindi films of 2027 Notes References Retrieved from "" https://en.wikipedia.org/w/index.php?title=List_of_Hindi_films_of_2026&oldid=1357029226 """,0.75
2026-05-31T12:52:54.831751,dhurandhar flop film,wikipedia.org,"This article is about the highest-grossing films made in India. For the highest-grossing films in the box office territory of India, see List of highest-grossing films in India . This ranking lists the highest-grossing Indian films produced by Indian cinema , based on conservative global box office estimates as reported by organisations classified as green by Wikipedia. The figures are not adjusted for inflation. However, there is no official tracking of figures and sources publishing data are frequently pressured to increase their estimates. Overview Indian films have been screened in markets around the world since the early 20th century. Since 2003, there are markets in over 90 countries where films from India are screened. During the first decade of the 21st century, there was a steady rise in the ticket price, a tripling in the number of theatres and an increase in the number of prints of a film being released, which led to a large increase in the box office collections. As of 2014, Hindi cinema represents 43% of the net box office revenue in India, while Telugu and Tamil cinema represent 36%, and other industries constitute 21%. As of 2020, the combined revenue of all other language film industries has surpassed that of the Hindi film industry. By 2021, Telugu cinema became the largest film industry of India in terms of box-office. In 2023, the Hindi film industry accounted for 44% of box office revenue, followed by the Telugu industry at 19% and the Tamil industry at 16",0.75
2026-05-31T12:52:54.832063,dhurandhar flop film,wikipedia.org,"2025 Indian film by Suparn Verma Haq ( transl. ) is a 2025 Indian Hindi -language courtroom drama film directed by Suparn Verma . It stars Yami Gautam Dhar and Emraan Hashmi , alongside Sheeba Chaddha in a pivotal role. Produced by Vineet Jain , Vishal Gurnani, Juhi Parekh Mehta, Vicky Jain and Harman Baweja under the banners Junglee Pictures , Insomnia Films and Baweja Studios respectively. It is inspired by journalist Jigna Vora ’s book Bano: Bharat ki Beti which is based on the landmark Supreme Court judgement of Mohd. Ahmed Khan v. Shah Bano Begum . The film’s screenplay was written by Reshu Nath, with music composed by Vishal Mishra , cinematography by Pratham Mehta and editing by Ninad Khanolkar. Haq was released theatrically on 7 November 2025. It received positive reviews from critics, who praised its performances and its bold social commentary but also faced pre-release legal controversy over its portrayal of the Shah Bano case. It underperformed at the box office, grossing ₹28.68 crore worldwide. Plot In 1970s India , in Sankhani , Shazia Bano is married to lawyer Abbas Khan . Her seemingly stable life is disrupted when Abbas abruptly leaves for Murree , Pakistan on the pretext of work. Months later, he returns with a second wife, Saira. Over the years, Shazia realises that Abbas has long been in love with Saira and no longer cares for her. Devastated, Shazia returns to her hometown with her children. Although Abbas promises to pay Shazia a monthly maintenance of , ",0.75
2026-05-31T12:52:54.832352,dhurandhar flop film,wikipedia.org,"Indian actor (born 1975) For the British actor, see Akshay Khanna (British actor) . Akshaye Vinod Khanna (born 28 March 1975) is an Indian actor who predominantly works in Hindi films. Known for his acting versatility and strong portrayals, he has appeared in over 40 films . Khanna is often regarded as one of the finest actors in Hindi cinema . He is a recipient of numerous accolades including two Filmfare Awards . Born to actor Vinod Khanna , he made his acting debut with Himalay Putra (1997). His next release, J. P. Dutta 's war drama Border (1997) emerged as a critical and commercial success, which earned him the Filmfare Award for Best Male Debut . Khanna replicated this success with the romance Taal (1999), the comedy-drama Dil Chahta Hai (2001) which won him the Filmfare Award for Best Supporting Actor , the comedies Hungama (2003) and Hulchul (2004), the murder mystery 36 China Town (2006) and the heist comedy Tees Maar Khan (2010). He drew critical praise for featuring in the thrillers Humraaz (2002) and Deewangee (2002), the biopic Gandhi, My Father (2007) and the action thrillers Race (2008) and Aakrosh (2010). Following a four-year hiatus, Khanna returned to films with the action-comedy Dishoom (2016) and played an investigating officer in the 2017 thrillers Mom and Ittefaq , receiving further praise for playing a defence lawyer in the legal drama Section 375 (2019) and a cop in the crime thriller Drishyam 2 (2022). He then received widespread acclaim in 2025 for h",0.75
2026-05-31T12:52:54.832616,dhurandhar flop film,wikipedia.org,"2026 Indian film by Sriram Raghvan Ikkis ( transl. ) is a 2026 Indian Hindi -language biographical war drama film directed and co-written by Sriram Raghavan . It is co-produced by Dinesh Vijan , Binny Padda, Sharada Karki Jalota, and Poonam Shivdasani under Maddock Films . It stars Agastya Nanda, Dharmendra , Asrani , Jaideep Ahlawat and Simar Bhatia. This also marks the final film appearance of Dharmendra . It is based on the life of Arun Khetarpal , the youngest recipient of the Param Vir Chakra award, and centered around the Battle of Basantar during the 1971 India–Pakistan War . The film's title is in reference to the age at which Arun Khetarpal attained martyrdom. Ikkis was scheduled to release theatrically on 25 December 2025, however it was postponed to 1 January 2026. It received positive reviews from critics, but flopped at the box-office. Plot The film chronicles the events in the life of 2nd Lieutenant Arun Khetarpal and eventually his martyrdom in the Battle of Basantar during the 1971 India Pakistan War . It also depicts the events that happen when his father, Brigadier Madan Lal Khetarpal (retd), visits Pakistan 30 years later. On 14 October 1971, at a training camp in Ahmednagar , officers celebrate 2nd Lt. Arun Khetarpal 's 21st birthday while it is announced that training is cancelled due to increasing tension at the border. Time shifts to 2001 in Lahore , Pakistan , where Brigadier Jaan Mohammed Nisar prepares for the arrival of Madan Lal Khetarpal, Arun's f",0.75
2026-05-31T12:52:54.832863,dhurandhar flop film,wikipedia.org,"Indian actor (born 1985) Not to be confused with Ranvir Singh . Ranveer Singh Jugjeet Singh Bhavnani ( ; born 6 July 1985) is an Indian actor who predominantly works in Hindi films. Known for his work in a variety of genres, he has received several accolades , including five Filmfare Awards . Singh is among India's highest-paid actors and has been featured in Forbes India 's Celebrity 100 list since 2012. After graduating from Indiana University Bloomington , he made his acting debut with a leading role in Yash Raj Films ' romantic comedy Band Baaja Baaraat (2010), winning the Filmfare Award for Best Male Debut . He gained praise for playing a melancholic thief in the drama Lootera (2013) and established himself as a leading actor through his multiple period dramas with Sanjay Leela Bhansali that included Goliyon Ki Raasleela Ram-Leela (2013), Bajirao Mastani (2015), and Padmaavat (2018). Singh received widespread critical acclaim for his portrayals of Peshwa Bajirao I and Sultan Alauddin Khalji in the last two, winning the Filmfare Award for Best Actor and the Filmfare Critics Award for Best Actor respectively. He achieved further commercial success with the titular role in the action film Simmba (2018), a role he later reprised in Rohit Shetty 's Cop Universe . Singh received two more Filmfare Best Actor Awards for his performances in the musical drama Gully Boy (2019), and the sports film 83 (2021). Following a brief period of career fluctuations, he earned renewed commerc",0.75
2026-05-31T12:59:24.835144,Dhurandhar flop film,wikipedia.org,"This is a list of Hindi language films produced in Bollywood in India that are scheduled to be released in the year 2026. Box office collection The following is the list of highest-grossing Hindi cinema films released in 2026. Background shading indicates that a film is currently showing in theatres worldwide. January–March April–June July–September October–December See also Lists of Hindi films List of Hindi films of 2025 List of Hindi films of 2027 Notes References Retrieved from "" https://en.wikipedia.org/w/index.php?title=List_of_Hindi_films_of_2026&oldid=1357029226 """,0.75
2026-05-31T12:59:24.835780,Dhurandhar flop film,wikipedia.org,"This article is about the highest-grossing films made in India. For the highest-grossing films in the box office territory of India, see List of highest-grossing films in India . This ranking lists the highest-grossing Indian films produced by Indian cinema , based on conservative global box office estimates as reported by organisations classified as green by Wikipedia. The figures are not adjusted for inflation. However, there is no official tracking of figures and sources publishing data are frequently pressured to increase their estimates. Overview Indian films have been screened in markets around the world since the early 20th century. Since 2003, there are markets in over 90 countries where films from India are screened. During the first decade of the 21st century, there was a steady rise in the ticket price, a tripling in the number of theatres and an increase in the number of prints of a film being released, which led to a large increase in the box office collections. As of 2014, Hindi cinema represents 43% of the net box office revenue in India, while Telugu and Tamil cinema represent 36%, and other industries constitute 21%. As of 2020, the combined revenue of all other language film industries has surpassed that of the Hindi film industry. By 2021, Telugu cinema became the largest film industry of India in terms of box-office. In 2023, the Hindi film industry accounted for 44% of box office revenue, followed by the Telugu industry at 19% and the Tamil industry at 16",0.75
